labels,tweets
0,mess figrd wenu sentit wndrn teasing away read whole almost straight face startin ppqs inbit
0,twitter gone retarted angry face
1,polaroid still rock somehow loving quality polaroid latest keeping shaking
1,stressed prom partner mildly incompetent come arranging thing speak
0,doctor soon sick something lsot voice
1,awake morning bird tweeting thought
0,math biology feel well
1,happy weather finally turned also happy keep
1,follow friday love anyways
1,cannot dinner food hehehe still serve chicken ball
0,commission order might take complete usual health probs symptom really moment sorry everyone
0,want update cannot think anything tonight last night sleep past midnight
1,nice dream latst night love
0,guess truce important want corrupt people kept keeping check next best
0,review thinking great chapter know also follow peter facinelli birmingham
0,fault jordan said situation bigger
0,fine babe luck search want
1,think going pretty good driver
1,bought good chocolate magazine later play comanche good saturday
1,keep tweetin miami might shoot
0,trying sleep kiddo created last night also miss golden blue
1,alright presenting early morning
1,want thanks everyone helped follower thanks rock
0,twitt population nice gray
1,send baabe special moment
0,dinner favorite lady friend tonight make good cobbler cooking becoming lost alright
0,sigh think going ipod
1,susan boyle want want flawless much better diversity
1,pssh wish need plan since
0,okey left really hurting constantly tearing cannot stop blinking contact alright coming
1,could make gowalla spot place look interesting enough
1,leaving iluma shopping centre
0,waiting long security line austin airport
1,never heard peppermill oops ing loud google
0,morning twitterland awake placement good tomorrow woohoo mcfly
1,boyfriend upset bull lost nothing else sleep adios twitter early rise tomorrow morning
0,alright sister alright equal missing soomuch
0,goin chat thing working anymore need reinstall something
0,want jenson video damn unnamed supermarket branch
0,best breakfast ever longest time playing miss bubby
0,miss barker price right anymore
1,cheer mate glad like
0,also almost straight left back home yeahs metric still calling home hilarious sigh siigh
0,quite awkward moment poor girl hope loose
1,alright pareoblems areun phone areun thareone
0,done alright officially done tlkin oare bein feel kinda stareange
0,behind school stuff straight face class mass tomorrow wink
0,want home entertainment center
0,spicy crawfish flung felt like pepper sprayed makeup face like scary mary
0,sure disabled something contact alla yeenich
1,thanks already ready charity
0,girl know still learning keep getting better losing
0,miss russert bill rush geraldo continue live breathe
0,want everyone form twitter alright
0,working laundry work tomorrow much long wkend till timor shiza
1,hellz reply collumn proving almost impssible manouvre worth
0,sound like someone good night wish could mine
1,need attention friend something love helping needy hate love
1,alright twitter alright following along bunch concert
0,alright touring every place place
1,cannot think much else ready watch
1,theme tune alright robin batman
0,want lithuania sooner cannot wait anymore
1,joke time plant play football ansr league chuckle chuckle love kiddos sense humor
1,sound like good weekend dude
0,would first really though snyder doucheclown
1,neon party amazing success thanks ariel happy birthday whoevers birthday tonight perfect
1,help needed atkins would like advise thing possible
1,alright cannot believe many follower enjoy talking know twitter name heart
0,hatee troopin raonn cannot afford another parking ticket
0,sick random battle scar probably clubbing thurs
1,photoshoot waiting campus cloud
0,dear hope straightens soon alright stay locked inside
0,bummed ready going miss eugene tomorrow missed
0,betsey johnson replacing purse cannot believe broke
1,excited everything even show announcment clip filming
1,dunno depends alright using duct tape crazy glue
0,grounded grade life going hell awhile
0,singing ready listen music friend smile strange friend want
0,lunch rosie found future planned
0,know cliche mean people suck suck mean good
0,raining moment alright supposed thunderstorm weekend want sunshine cloudy
0,libs probably battle fact krudd pretend socially conscientious disap pion ting
1,also great editing love cute simple
0,longer hear thump bass
0,hungry alright eating sushi dinnaarr
1,durr good concert saturday excited
0,woke left blocked bleh
0,home recovering still cannot believe missed steve aoki night
1,working woman flower alright lake travis typical ing loud
1,awesome sound like going take easy night
1,playing water polo played shot swam like real thing participated cool stuff cannot wait
1,know know alright excited stickam soon like fifth
1,thanks bill well wish packing wheel trolley fell ready roll
1,watching mansfield park completely awesome
0,really need find confirm housing three alright small
1,stubborn right thanks caring though
1,alright indeed infectious instantly spread tower
0,taking plunge loosing hack sound
1,goin back basic manana early stylist appt blonde going bakk love
1,going really know going sleep good night
0,hate bitch tweet parking ticket ready decal already parking good mile away
1,plan geting grass decided grow garden replace random wildflower might make nice
0,alright sick ready still happy
0,thay alright lucky wanted said school
0,starting build character must over animated bafo
0,sony erickson take full second change track drive
0,painting bench white started raining start agaiin
0,sleepy want continue studying hate
1,semi reformed people pleaser pretty much past caring youngest know give advance noticei last
0,amazing alright really amazing ready another cannot
1,weakness pretty nice smile
0,sidebar right seem work post update search twitter twiter account
0,rough week month deliverable shoved find ready planned implement long time
1,alright welcome friend alright hour grin
1,thanks team participant hope sigint
1,saying hello away away seems like forever thunk miss people know
1,obviouslyy wink better dougsterr
1,brother rented singstar queen singstar missed thee jake coming alright going play tonight
1,well role meant play fiyero jamie freddy
1,every brand make good
1,cooking chicken adobo coconut sauce
0,currently missing late night trek
1,year meer child watched last night distraught mother missed fiver loved
0,watch whole award show
1,trying make sticker laptop check alright
1,sheet stand comforter sneaking skin sheet alright nice real nice
0,forgot mention cake without butter crap rocky eats
0,school thought millionaire retire look ready teasing
1,thanks okey real blah
0,want think cheating boyfriend going vega weekend decided
0,good heard murder tragic
1,thanks suzy another great weekend motogp really enjoyed edward sweetheart
0,want internet work properly
0,sick stomach happening iran right link video graphic awful sigh
0,still sick working trying touch anything disinfecting anything
0,wearing skinny come thouhg
0,dang thought going smart edition book chapter supposed read
1,peterhead next saturday night anything worth look girl night
1,night fever loving alright quickness
1,wait watch sing good luck
0,cannot believe thing keep going
1,listening mcfly fighting stay awake
1,making break plan distract drive away real food possibly shop little
0,tyler mean tried hitting purpose
0,back reading board exam want
0,going shopping ready today left till miserable school
1,even though going devo still twitter date
0,want want home exactly ever leave house
0,okey like hour cannot take miss
0,goin real early back work damn weekend suck already ing loud
0,went wild requesting acrylic next time sure
1,finally going sleep last school tomorrow jonas brother album released
0,mentally preparing hoorn marathon training missed training last illness
1,beautiful morning thanks good
0,shrug want coincide another agenda hard part life
0,name like james kirk hoped alright timeline would interesting link sigh
1,remember ryan cabrera yeshe actually made decent song career
0,ready show obviously could make
1,fair even alright backup plan
0,wailua fall leave tomorrow
1,suck well glad little choose
0,alright downright mean maybe give person minute notice saying
0,hate feeling like shit getting knee killing jamie
1,maid maybe even book title ing loud
1,think would need either give poor mcfly
1,would want limit follow based attention span
1,think weather perfect ready
1,half script many line
1,smiling night ing loud great kiss
0,last grade also time feel like year
1,summer want vacation still watch series okey problem think
0,hardest time getting move morning
1,even follow spocom recovering hangover watched laker game
1,messaline jenny doctor camping marshmallow
1,tired going look mileys coming kiss
0,drinking water like crazy soda anymore
0,said serbian greek hero iranian fighting right maybe fooled
0,forget alright camera saad little girl
1,tweet sorry going boston
1,thanks rough night baby ready alright
1,omgg sang last beautiful requested happy made
0,baby vincent threw gettin stomach
1,love alright album sound
1,ing loud wondering thought must husband alright excited insurance
1,either whole bunch zero free
1,home going good weekend
0,walk home rain think thunder pretty cool
1,ing loud thanks learned little real estate last night wink tonight
1,currently amazed conversation someone last till like morning almost everything
0,wish could stuck facebook internet
1,nice blog well done thanks soup recommendation
1,watching grease eating salad
0,good morning mean good afternoon mute waken huge coffee great still hate sunday
1,regard studio audience sitcom alright mother still think
0,going sadly hope feel better
1,delicious scent accompanies crayon
0,buhahahah please people pucked party well since party
1,listening john legend cannot wait till love much
1,follower tweet follow back thanks
1,little yesterday ing loud atleast
1,peter wendy turned fine favorite line
1,breakfast home diner pancake turkey sausage best friend forever
0,feeling super bummed lonely wood miss city
0,okey okey awake raining thus crappy house need cleaned back tonight
0,well painted kitchen except part near ceiling like blue cook anything dinner tonight
1,alright coming puerto rico really want meet take alright concert wink
0,smitten alright love story right happy sorry rush earlier party talk later
0,cannot stupid profile picture going sleeping hour embarrassed
0,last mets game team sudden listening wfan thrill used want
1,fucking good alright touring greenday fucken going sure
0,actually quite bored outta mind well princess currently control ing loud
0,dark afternoon love hear masquelier sing rain rain come another cold need warm
0,problem exactly wanted right
1,getting started tanning shopping getting ready vacation
1,good night friend missed alright shining light lately angel kiss
0,recession stupid made redundant owner downsizing farm back melbs
0,unable watch last night leadership forum balita sabog siter fernando hehe
0,splet slept still angry
0,care never anythin make happy back hurtin
1,alright welcome great weekend
1,sound like excellent offer
0,mean looking forward getting truble well nice
0,know sleep sleeping stomach
1,like framboise lambic guessing also sweet like sweet
1,unity tonight cannot wait perform
0,jogging really cool especially fever
1,home long dancing cannot wait till next year
0,time unfortunately prepared something plus alright blueprint phase leave much free
0,looking forward going mcmaster ready hmph
1,kiss want happy twilight best
0,work spend weekend though yesterday cousin wedding wink
0,apparently allowed change twitter picture
0,really want hike hill house cloud look little threatening
1,sitting terrace meent alright jade enjoying
0,spending mile alright expire pity united actually anymore
1,hear rime purfect lozeenge oreenge sound alikes
0,niite cannot believe tomorrow last time ever
0,wishing could take trip beachwood ready seriously cannot wait till columbus next weekend eastonn
0,thanks kinda feel disappointed ing loud okey
0,lazy head feel heavier usual ing loud excited
1,matter think dream cher boob alright still
1,hopefully getting paid babysitting cause right restocked matte stuff
1,sure great life neighborhood might breeding would first pick
1,remembered going week ready
1,indeed hope arthur well
0,good miley cyrus good thing angry nothng much everythng must
0,would care cost ticket brought would amazing unlikely though
0,nice going stuck inside night
1,golden girl make happy crazy take easy
0,nice wise even possible goodness miss night need hang
1,going status hopefully lamb
1,love soundtrack cinema paradiso moving inspiring absolute favourite film
0,adulthood alright speaking term ready
1,life full surprise bitch surprise homie rain
1,alright curious gaming freelance journalist well
0,alright stupidest friend ever alright friend moment else good help
1,good seen alright tweet alright flight nice good luck
0,bear nothing puppy probably something
0,castle tomorrow must rain
1,guess brain hope alright well ready
0,lvatt europa yesterday june
1,going start teaching creative writing lesson better writer hope better teacher miss
0,know missed glad back love welcome back general
0,work ready blah baby gone grandparent home quiet
1,mate sometimes want knock bash head
1,anyone game near flag want need thanks
1,already excited card keep forever
1,wonder alright married night love
0,ready didint happen amazing clevland
0,hope feel better maybe hour
1,eatin chickn finger watchin penguin madagascar
1,sport wine sometimes unbelievably love sunday
1,trouble changing picture thanks
1,watershed fowa tour held nice place
0,wootoff hard follow thing change quick like steep cheap site without browser popup plugin
0,wake long time like time bloody ascot
1,math exam later revising hele karina
1,photo stephdaily would mind piece either would mind person
0,want soft side want coldhearted btchh anymore
1,follow really want follower promise follow back
0,thunder thunder thunder boom thunder storm rain june miss
1,help follower help post various site myspace facebook twitter
0,watchin kenz last together well least couple week
1,ing loud feel stupid
0,love really wishing harley davidson right instead front computer
1,alright thanks love joke alright bloggies
0,everything jesus nice friend done trying long time
0,mood chocolate croissant panera
0,thanks glad done shoulda started early paid ing loud even thoo neva babysitter
0,webc awesome loved song could wake early started
0,miss truck much return cause month month
1,could dance flash flash song
1,love alright hair cute
0,nice person tried rear windscreen thru look scraped dented
1,tweet back reason really feel better
0,correction stink math hour play
0,question chose exam almost cried mine well
1,back home time nice deep sleep
1,gotcha really bizarre movie hehe
1,thanks seen would love also amazing
1,watching ellen degeneres standup bang tonight
1,forget themm alright dumb anyways
0,cannot wait bedtime tired yukky sick cough cough sniff sniff
0,going cookie dough recall make cooky cousin left earlier thought
1,kobee watched last game love kobe
0,want hero come back
1,wolfram alpha know mandelbrot
0,beer evening still found though
0,emilyhas sent home feel like parent tomorrow
0,alright forced resin cause alright broke green
0,watching show girl really pretty wish looked like
1,hope work woot wink dream world ing loud
0,know possible sunburn dumb looking
1,sound disgusting hope enjoy
0,time really fast sigh
1,still confused nearly bday
0,guess rained arrow everywhere arage sale record
1,ing loud prob glad spread twitter love
1,stop bank branch morning shiny eftpos card
0,person follows many people likelihood listening interacting anything tweet slim
1,keep spare stepper would like
1,night fabzies need cool nickname make tonight
1,look pretty similar goal zest releaser tagging uploading pypi couple difference course look fine
0,news mean definitely need find perm anyone still hiring
0,hope alright better something areself cheer
0,wish could ticket hard
1,ing loud really still stubbornly unconditional come
0,alright youtube account really suspended
0,sorry hear alright feeling shitty alright test back find goin
1,trident spearmint chewing gumm
1,good glimpse idol tonight look great
0,work suck especially sunburn
1,karaokeing house bestfriens since junior high missing much
1,watching wedding really funny
0,sound pretty weak want keep browser constantly open
0,digital camera taking blurry photo cannot tweetpic
1,first night summer pretty chill
0,katrine sorry suck make vulnerable hurt need
0,worse comp mean website show okey client browser accessibilty statement change text size
0,someone need bring drug wish sore throat longer advil tylenol seem work anymore
1,johnny depp cover vanity fair love life
0,okey releaved math cause done scary thing teacher coming pick scared
0,miss duck like real live quacking duck alright duck baghdad
0,morning forgot switch stupid alarm woke half
1,esteemed company alright awesome
0,ing loud twitter suck willy
0,finished english final step closer
0,know priced alright stuff ebay sell within hour
1,love thanks rustan home
1,pong straight edge friend
0,going resin friend popped chat cold time banananana bread
1,also experience already know want study next
0,would love already went movie
0,john tried prank call pattinson found hotel room number fail fail life
1,nancy borrow item today shoot rock
1,camera came waiting charge play
0,good never going tired going short night rest
0,good work meeting across time zone
0,wish could work side
1,getting ready partee decided wanted wear hour
0,jealous wish could tear
1,drink much eaten proper good night though
1,kaitlin offically addicted twitter going start updating like every second
0,install antivirus program computer better free virus although program slow alright personal computer
1,good keep coming tape open read
1,david attenborough natural history talk admits quite like toed sloth
0,resetting laptop crossing everything
1,deep clean carpet donee
0,wonder baby puppy miss
1,whoa baby bought sims
0,hoping injection needed visit egypt counted hand bloody hate needle
0,realized house built sims shaped like flaccid penis
0,really stay till midnight reading tired ready
1,look like thing seed camp london great infoviz stuff
1,nice still geheel thou ding already started yesterday left awakening return glory
0,come cannot follow anyone ready twitter
0,ever know feel shannon month
0,place make make choice almost monster
0,loving palm beach cloudy suck ing loud wish could stay forever movin
1,iphone spec rumoured course
0,miss come back york
0,ever portapotty heat pleasant ing loud
1,ready europapark going damn great
1,found great insight weekend useful knowledge always good honest humble opinion
1,shocked discover actually phobia among people
1,watching roland garros rafael already really wanted well least federer still
0,still work still writing still slow
1,sike sike call truce still bitch still going
1,know come quick bring stuff make ing loud
1,word woman live diet lost
0,everytime turn around monday
1,honest goodness alright young people theater feel like sunday afternoon show civic
1,going sleep hallmark revision tomorrow morning also window home night
1,good girl absolutely amazing alright good singer love cobra starship alright awesome wink
0,aussie tour canceled sorry
1,feeling good first time
0,good david carradine dead favorite think going watch kung fuck tape
0,quake lose first place mavs
1,good follow would nice photo
1,thanks good friday tweeps looking forward sunshine weekend
0,france airbus went missing atlantic ocean morning
0,poor stereotypical german wonder make friendly water perhaps
0,oops okey cannot really since people alright checking
1,happily sorting scully mood theme perv time excellent waste time
0,stuck geneva cannot another flight till half exploring
1,alright awesome specialy eyeball
0,persiankiwi info hacked confirmed source iran true
1,feel paralyzed immense amount exhaustion goodnight tweeties
0,thanks follow friday follower usually ready tired
1,well love fire hehee
1,broken picture crop image change alright twitter photo
1,sigh another long night school till everyday quiz test stop taking break angel ready
1,know chocolate around alot
0,find game name interesting naman anyway suddenly hating people tell
0,alright exam ready spec really chem angry
1,glad smile lydia face ready
0,shine like still suffering cold
0,crap nearly forgot learn anything future lest push vital information
0,everything annoying morning good
1,foot working easy overtime proof
0,song could picked last song picked sigh unpleasant memory
0,bored good though ing loud alright
1,finished calisthenics body dying
0,already following every know even
0,confident exam knew subject teacher changed passed still irritated
0,glad made safely sorry alright room given away suck
1,concert added thought give head
0,look like bumming ready
0,wishing could burrito filled scrambled cheese damn diet settle little blueberry pancake
0,yelled parent soda drank want soda
0,enjoy fact house posse computer though cannot stay online long think going storming singapore
0,gosh raining summer cause global warming
1,edinbugh shopping love twitter berry going convince parent muse ticket november
1,think awesomest also asdf line noticed totally botched rest spelling
0,think doggie dream woofing sleep
1,need spread word twitter goal eddy need know
0,infront computer sunny outside
0,well tattoo hurt worth pain init wish
1,cool line siare alright delhi next aapke saath discussion mazaa yaad aata
1,great time camp tonight ready tomorrow
0,feel around thickening breathing
1,alright come lurk south skate
1,thinking twitpic shoutout tonight wink
0,figured sound like might keep site like
1,ing loud minimize computer discover ecofriendly device
0,dissapointed last night time
1,organic good many realm food business twitter follower growth
0,ashton tweet alright appearing tweet deck ing loud twitter capacity
0,damn early late work
0,suck affect everything affect view life love
1,well skirt finished loud neatest sewing pattern
0,almost case swine australia hope still decides come visit
1,blackberry desktop software actually managed upgrade long heroic struggle
1,good morning tweetple friday shining looking like going great weekend feeling happy
1,twinny alright homie skittle miss youu sissy alright thee placee
1,ing loud well alright proud sure make fine bear
0,mark cheek phone sarah office obviously trust
0,wish savable make good coaster moment
1,realized people alright stressed alright please feel free brownie anytime tonight
1,number exspected better good love sharpay ashley brill everthing
1,suck like traveling though always wanted wakestock seems hope good time
1,crap open till maybe meet something grab coffee want study first lols
1,guess find something else pmsl
1,alright tweet included longest poem world
1,working hopefully hanging tonight
1,thought talkin show shit ing loud cutie
0,want family never visited
0,traffic backed trying pilly rush hour suck
0,stop alright making jealous ing loud
0,sorry hear hayley hope feel better soon remember love
0,missed whole trending topic thing good lash irish
0,android running touch wish everything worked
0,alright puffed probably work tomorrow really good ing loud
1,thanks love name thanks helping pick middle name wink
0,tired thought weekend regrouping time rest mean recuperation something give
0,playing scattergories gang miss cheese
0,honestly moose fucking fail cannot even getting game really hope bring next game
0,really wish could draft
0,probably doctor still illin
0,posted tweet earlier world loses someone like
1,painted ing loud check
0,feel like butter garlic squid
0,upstairs bathroom pipe leaking ruined door sure without plumber
1,withh greatest person world sumo buddy sleepoverr
1,neil disk fade away fast love
0,still bored mean really bored
0,watching second last show
1,memory tripping friend great
1,girlz hanging high caffeine
1,listening sash raindrop adam white andy moor remix girly vocal tune nice
1,early need extra productive ready texas wednesday
0,good confused still soon wait long alright going come russia list world tour
0,deciding whether half cupcake holiday tomorrow maybe best
0,hear alright going alton tower well want happy want
1,sound nothing like green alright still pretty darn good
1,finishing talking everything fine strange thing weird maybe trying hypnotise stuff
0,anyone good curing hayfever taken medicine work need study ready cannot concentrate
1,enjoy cricket assume cricket anyway ing loud
1,making plans wiff gabbs really fell deep this time
1,ing loud class start metro station
1,keep stirring brings back memory spanish class chocolatte
1,okey sure worked think option month month schedule wife school system
1,good careful wear mask something ing loud touch anything bring alcohol
0,hayes going cedar point summer parent want afterwards
1,okey thanks anxious hear
1,brilliant soon fitting dress alright already keep
0,seriously need clean place cannot focus clean able write soon
1,masterchef hashtag show love watch commercial
1,heaven molly cupcake chocolate french buttercreme strawberry shorcake sweetie issue
1,confusing soon multi account support nearly tweetdeck
0,right know think thanks bunch
0,going school left exam
1,good watch ing loud probs point asking would real great music ing loud
1,hoping little sleep little early work done tonight brother staying night grandparent
1,thanks watching right dcamp
1,gossip girl make fall love chuck bass
1,batch layout might want
1,taking advantage sunshine going take beach work yippee
0,myspace working computer face
1,bummer missed console back game
1,already place everything going great night
0,ellen feed waste food
1,awesome jayneoni exciting hear great birthday ready
1,ready house elisa concert jonas
0,think mean finish work going happen
0,freaking something extremely wrong left
0,miss hope bball camp though
0,milk tomcocos body good chawleez
1,alright much clean house alright watchin pues limpialo ing loud smile
1,sleeping stay awake chat plea
1,done came sprinkling wonderful work
0,love firefly lasted season
1,face sorta warm missed home
0,wish headache would leave
1,anyone care bday june wednesday
1,thankfully morning battery ipod died cannot make mistake
1,fabulous shmenge brother humor comedy meant funny
1,studying waiting babe sweet dream
0,longer work swiss chalet
0,wake wondering dallad friend want cheddar ready miss best friend forever living
0,found roberto clemente baseball card antique mall fargo blood
1,good night hear sound sleep calling
0,shleeping otherwise ould going doctor alone mama major pain comfort
0,amazing much song reminds toma
0,year leaving basic training ready
1,watching bubble waiting sandwich split justin
0,fell asleep little early sorry
1,taking alyse graduation party rest
1,pastor jaeson asked everyone follow twitter
1,following twitter could follow
0,translated spanish comment facebook really wish
1,sweet made list seeker follow twitter good thing alpha order dead last
0,sleeping long tomorrow follow
1,katy perry coming august
1,best breakfast ever love brodinho
1,lars rasmussen team president
0,ing loud like sleep ing loud need
0,husband iphones eitheare feel like alright soon though soon need save
0,feel really scarind dianna think took
0,failed need part garage till tomorrow carless
0,girl unless sister book cancun alright still lookin thanks much tonight
0,lincoln going miss fucking much tear already
1,added quick dirty google insight link picniche search result page site rock thanks
0,tell changed phone lost dude booked thru summer
1,okey getting tweet talia peep giving background source speculation fine
1,inconvenient folk powercut expertise electrician skill fixed actually flicked switch
1,great night tonight house packed united good great look forward upcoming summer like left
1,realise made feel really like forgive
1,heading alright soon around
0,early wanted sleep least well need wash chonies going barber soon line mess
0,deck basement neither apartment cool overnight despite window closed
0,caught sort awful fluey thing feeling good
0,butchu love zombie double love
0,cannot afford angel demon watched free
1,knew surprisingly time across others bunch
0,know anything flight paris flew september like tragic
0,deleted last twit sounded bitter time trib
1,goodmorning sitting driving school thanks goodness
0,hopping clayton milwaukee excited early flight home tomorrow
1,leaving plane cannot come soon enough tonight
0,sorry missed charge bidding friend dream guitar lost last second
0,lovely evening wish could sleepp getting worse need
0,sick seeing tauting mocking
1,online hour kiss kiss bouncy kiss
0,broke soon paid next week doctor bill medicine phone bill internet bill raage
1,jacques martin behind bench
1,good night love talk best buddy
1,nothing like good coffee morning started
0,okey britt pretty lame guess cause sober good night twitterer thanks tweetin
0,mark exam least sunny itouch
1,like bother coming monday
0,recommend wasabi crisp even cast iron
0,three holiday hannah struck typical
1,pancake granola bacon cheesy homemade talk later
1,daily puppy picture charlie australian shepherd labrador look real
1,opened tweetdeck alright tweet alot grounded morning friend
0,want take credit card anytg want anymore would make feel better
1,thing happened ing loud alright gainin weight right place
0,thoroughly distraught fact atari europe longer
1,finished last exam math statistic definitely went alright probably receive score
1,expected whack whack evearey yare know alright ganized suppoareted
1,tell alright better half alright tonight
1,good luck taker nursing licensure examination especially sister alright behind
1,best part dint ticket free ticket friend vodafone connection
0,sorry scary glad alright better
0,never want leave could build life
1,okey alright cracking ready twitter baddy excellent grammar spelling compliment
0,wanted start official bachelorette party invite stuff bring list dentist first
1,good news friday whoopee kind pick could
0,missing danish food craving heard paella tempting
1,serve stuffed french toast ing loud first thing going swear ing loud enjoy breakfast
0,oops blog page mistake confirmed google toolbar
1,kennedy worst timing year award yesterday excited
1,damn twitter giving tweet hello alright ready another filled adventurous love kiss
1,follower using everyone alright train
1,cousin getting married ready best wish
1,thanks great social medium presentation ready rocked
1,cute beautiful alright cool miley emba areas
0,turning good sent blackberry tmobile
0,awesome birthday week wish
1,ouch give head know duck
0,feeling sick knowledge people college degree make salary waste time money
1,song alright amaziinngg miley rock everysong make smile thanks alright best
1,wearing tshirt purple pant
0,went marseethey changed store around felt though interrupting staff
1,think many find gare comfoaret think alright spawn devil opinion
0,make rise trying tattoo
0,already know going sleep tonight terrible feeling
1,cmpa tomorrow thing tonight whoopsies
0,favorite shirt ruined wash
0,good painting hope find something work soon
1,ing loud hero mine amazing would thanks
1,missed connection daly city line sight bullseye caught
1,leaving going makati meet darrel derick exciting going seamstress gave problem love
0,last exam tomorrow feeling bored friend alright nasik enjoying leadership meeting sitting
0,sitting listening music confused
0,feel alright pain dude hated trying star song
0,back walk missing woggie though
1,getting nail done twin
0,watch season finale terminator sarah connor chronicle think might knowing
0,surprise surprise bank holiday raining
0,realize much missed adult store walked around grove
1,thanks pretty awesome parent want rebel give call
1,tipsy blame boose alcohol much toastin give water
0,fell asleep earlier work sleepin cannot treadmill twice much stuff
1,weimaraner alright pretty poor little surgery next week
1,second time letter dear apple alright quality gone
1,trying right thanks welcome twitter
0,assfuck sorry roll okey gave sucker
1,good luck great exam
1,think alright poor weapon moved writer corner without nice view window
0,eating pocky taking survey myspace plan ready movie tomorrow
0,dear sound like need mapbook
1,foot alright sore foot laterr
1,okey nikki bday moes kyle cameron june tiggy calendar
0,tweetree shorten feature work mill address seemed foiled link tried post
1,dinner blake tough boyfriend
1,outta everyone enjoy saturday till later
0,daayum sister condolesces puppy sorry hear congrats follower
0,sorry tried firefox work know wrong trying tomorrow
0,tonight never even sick
0,feelin little sick good putn
0,really really sore throat
1,work everyone great monday dear laundry
0,philly wish time china town vegan sesame chicken
0,hike woke early afternoon back outdoors
1,texican food dinner someone love
1,robin thicke song something else well arnold palmer classy summer swagger
1,strangely calm thanks good okey goodnight tweeteries play golf sometime
1,limp bizkit feat ngether
1,thanks going glued computer hitting refresh
1,talking collin major sucking love
1,spent lovely kilda tired time home
0,still sick calgary cold lasted forever
1,alright word made smile thanks
1,morning mike sunny ready hope cracking
0,still cold night coughing blowing nose lovely
1,ciao folk leaving office good
0,figured weather least going yucky soggy grass sorry hear
1,follower using everyone alright train
0,liquid type beechams sleep alarm decided turn
0,really want talk effin nosey
0,luckyy gone swimming summer
1,ing loud danger shake butt shake love song
0,much sushi paid good punishes sick
0,news received ready really time
0,watching leno going host tonight show long
0,miss going twizzlers confused
1,oyey prelude short eluded month sprang brain fully formed love need write
0,okey guess need actual work long private message ditch early
1,kels think figured real friend pretty much stalking
1,found yuna twitter page
0,sorr alright computer broke really suck
0,sympathise mystery people torture getting reminded sorta thing
0,watched hill zomg going miss lauren
0,went mine last night embarassing late
0,really cold till bmth according ariellesad
1,adam lambert drake labry make great couple look good together celebrity couple
1,morning awake since naturel everyone sunny
1,letting steve know nobody care
1,found momo love woman come long since reading room alright biggest follow ammemonique
1,prodigy rock music concert last night downtown
0,sometimes wish could save tearful
0,hang grader ready supposed hottest ready know everyone jealous
0,going sleepover anybody black white boston terrior please take call call immediatly
0,going phone connect internet feel disconnected
1,congrats baby pick name
0,baha came back thuur scared woulld going feew
1,thanks heard walking shop usually trust little surprised thought better check
1,trying euro wish luck
0,great night crazyness fort nately alarm wake show work awol another suspension
0,finally long week wrong
0,paragon cafe chilli want come number
1,debt solution company following know something scary
0,watching last episode last season stargatesg
0,talk down last couple week really unwell
1,nothing better drinking cold diet pepsi
1,watching talking twitter simpler
1,alright free rain bring alright umbrella google fest
1,thought mcfly wernt even famous unsure well know david archuleta number
0,agree people change promise alright broken
1,charmed alright song hope sing madrid
0,wanted write ing loud cannot write
1,great opportunity contestant marriage
0,love song another life right like major
0,looking forward moving stuff
0,want watch transformer dear robot hurry
0,find somewhere else live
1,never mind tweeted alright setlist catchin
1,love song posted alright site really really really picture single jewel love
1,well catch back cooleyland want rain tweet never thought
0,much done overly productive morning
1,breakfast champion like afterwards
1,chillin enjoying joined read hope good
0,woken feel look rubbish cannot bothered math exam
1,totally serious information monday alright coming closer together
0,bonnie jill forgot dish house yesterday first thought take work real
0,mine expired dried went pete
1,worry stayed current decade
0,pointed could come sound stupid limmit cannot wait party park love marvin
0,hope like abunch friend seen said good gone ing loud
0,julie alright early start tomorrow taxi worth twitter week
0,sterssed right really want song
0,turkey sandwich apple looking pretty
0,homeworking long maybe baseball gamee tonightt
0,bread house literally empty food think ing loud
0,think google reader updating blog post
1,heey miss soon hopefully
0,feel sick tired throat sore
0,going studying feel like
1,impressed time search anything chuck monday chuck
1,night bristol recovering slowly fryup final occur
0,hate rainy morning summer gunna show face
0,going clock going come quick
1,thanks aprecciate like series
0,call camp canceled swine
0,burnt hand damn easy roseanne marathon
1,ing loud jenny asian buddy
1,jusst going want work tomorrow hopefully good
1,bagel line bagel place bagel alright
0,dancing star sound live upper michigan wish could
1,listening alright stop play number played song playlist
1,dreaming doll ing loud alright good morning tweetups confused blonder
1,think meet mistaken never understood dude hurt good woman vice versa fair
0,damn live portland going alright playing bummed
0,really hoping everything work tonight going wicked bummed going terminator without
1,listened richard cheese cleaning afternoon hope show well
1,thanks vodka amongst thing strange thing
0,winery tour head screw
1,please visit blog learn life tomas
1,next harry potter film might bore think anyways
0,wanted ready pick wendy denied vader
0,school wish good lock
1,want bring back black money india hire shivaji rajnikanth
1,open easy recommend coast road though make easier
1,need fortune dear good need fortune
0,still quite tired wanting work still undecided whether town tonight glitter
1,every body singin whoa smile
1,student house like worse later life come alright ceiling
1,bright early good morning twitch recording heading back home evening
1,really ever told ing loud thanks
1,miss love much loved show best life thanks
0,nice wedding sitting around hour reception
1,nice home mine virus cough poor thing nice cuddled heap
0,version phone software current version getting iphone highlight
1,know love mileey argentina support
1,awesome weekend love peep diego
0,moon trailer hell jackson hair like
0,need help getting something evan graduation fuck life help
1,back montreal missing ocean desert good looking least awesome friend
